project_id,client_id,sector,region,client_type,delivery_mode,start_date,end_date,duration_months,contract_value_usd,status,team_headcount,billable_hours,margin_pct
PRJ-01476,CLI-0055,Manufacturing,North America,Existing,Hybrid,2025-02-28,2025-11-28,9,378900.0,Completed,5,5635,0.3311
PRJ-01531,CLI-0362,Energy & Utilities,EMEA,Existing,Hybrid,2025-03-01,2026-02-01,11,655100.0,In Progress,7,11690,0.2771
PRJ-01543,CLI-0300,Energy & Utilities,APAC,Existing,Remote,2025-03-02,2025-08-02,5,473800.0,Completed,6,4645,0.2611
PRJ-01521,CLI-0053,Financial Services,EMEA,Existing,Hybrid,2025-03-03,2025-10-03,7,609400.0,Completed,6,5087,0.3205
PRJ-01535,CLI-0223,Energy & Utilities,North America,Existing,Remote,2025-03-03,2025-08-03,5,813900.0,Completed,10,7495,0.4021
PRJ-01527,CLI-0340,Retail & Consumer,North America,Existing,Remote,2025-03-03,2025-05-03,2,281100.0,Completed,3,755,0.3928
PRJ-01515,CLI-0248,Technology & Telecom,North America,Existing,On-site,2025-03-03,2025-04-03,1,309200.0,Completed,2,301,0.2582
PRJ-01530,CLI-0302,Public Sector,LATAM,New,Hybrid,2025-03-04,2025-09-04,6,393700.0,Completed,7,5317,0.2952
PRJ-01537,CLI-0180,Manufacturing,North America,New,Hybrid,2025-03-05,2025-10-05,7,318800.0,Completed,4,3297,0.4442
PRJ-01546,CLI-0292,Financial Services,North America,Existing,On-site,2025-03-06,2025-05-06,2,203800.0,Completed,4,1023,0.3419
PRJ-01519,CLI-0087,Public Sector,EMEA,Existing,Remote,2025-03-07,2025-09-07,6,488400.0,Cancelled,4,3226,0.2266
PRJ-01533,CLI-0248,Retail & Consumer,North America,Existing,Remote,2025-03-07,2025-04-07,1,299100.0,Completed,4,509,0.3308
PRJ-01550,CLI-0116,Healthcare,APAC,New,Hybrid,2025-03-08,2025-07-08,4,438500.0,Completed,5,2718,0.3578
PRJ-01541,CLI-0089,Financial Services,APAC,New,Hybrid,2025-03-09,2025-06-09,3,473500.0,Completed,6,2733,0.1744
PRJ-01516,CLI-0348,Manufacturing,APAC,Existing,On-site,2025-03-11,2026-01-11,10,775100.0,In Progress,8,9512,0.3073
PRJ-01518,CLI-0407,Financial Services,APAC,New,Remote,2025-03-12,2025-09-12,6,437700.0,Completed,7,5008,0.3199
PRJ-01547,CLI-0311,Public Sector,EMEA,Existing,Hybrid,2025-03-12,2025-08-12,5,163400.0,Cancelled,2,1475,0.2658
PRJ-01551,CLI-0364,Manufacturing,APAC,Existing,Remote,2025-03-13,2025-06-13,3,509500.0,Completed,6,2183,0.3118
PRJ-01548,CLI-0157,Retail & Consumer,APAC,Existing,On-site,2025-03-14,2025-04-14,1,191700.0,Cancelled,3,463,0.3482
PRJ-01538,CLI-0149,Retail & Consumer,North America,New,Remote,2025-03-15,2025-09-15,6,572000.0,Completed,5,4194,0.3048
PRJ-01528,CLI-0009,Retail & Consumer,North America,New,Remote,2025-03-15,2025-10-15,7,526700.0,Completed,6,4855,0.3071
PRJ-01511,CLI-0005,Financial Services,EMEA,New,Remote,2025-03-15,2025-09-15,6,453400.0,Completed,5,3644,0.3561
PRJ-01542,CLI-0085,Financial Services,North America,New,Hybrid,2025-03-16,2025-09-16,6,626100.0,Completed,5,3487,0.3933
PRJ-01513,CLI-0290,Manufacturing,North America,Existing,On-site,2025-03-16,2025-06-16,3,375400.0,Completed,7,3302,0.3255
PRJ-01512,CLI-0157,Technology & Telecom,North America,Existing,On-site,2025-03-16,2025-09-16,6,369600.0,Completed,4,3166,0.2994
PRJ-01539,CLI-0232,Financial Services,EMEA,New,Hybrid,2025-03-17,2025-09-17,6,772500.0,Completed,9,6335,0.2856
PRJ-01536,CLI-0265,Healthcare,EMEA,New,Remote,2025-03-17,2025-07-17,4,691900.0,Completed,7,3841,0.2415
PRJ-01549,CLI-0285,Energy & Utilities,LATAM,Existing,Hybrid,2025-03-18,2025-04-18,1,316100.0,Completed,3,364,0.3073
PRJ-01540,CLI-0066,Healthcare,North America,New,Hybrid,2025-03-18,2025-11-18,8,767900.0,Completed,6,6250,0.3059
PRJ-01532,CLI-0028,Healthcare,APAC,New,Hybrid,2025-03-18,2025-08-18,5,597000.0,Completed,7,4598,0.3306
PRJ-01525,CLI-0060,Manufacturing,North America,Existing,Hybrid,2025-03-18,2025-06-18,3,265300.0,Completed,2,701,0.2426
PRJ-01507,CLI-0373,Public Sector,North America,Existing,Hybrid,2025-03-18,2025-05-18,2,248600.0,Completed,4,1071,0.2672
PRJ-01529,CLI-0178,Energy & Utilities,EMEA,Existing,On-site,2025-03-18,2025-05-18,2,118900.0,Completed,1,269,0.3013
PRJ-01508,CLI-0284,Technology & Telecom,North America,Existing,Hybrid,2025-03-20,2025-11-20,8,367000.0,Completed,5,4603,0.263
PRJ-01523,CLI-0015,Manufacturing,APAC,Existing,Remote,2025-03-21,2025-07-21,4,140200.0,Completed,3,1843,0.2625
PRJ-01517,CLI-0288,Technology & Telecom,North America,Existing,Hybrid,2025-03-21,2025-06-21,3,473400.0,Completed,8,3492,0.2963
PRJ-01544,CLI-0218,Manufacturing,EMEA,Existing,On-site,2025-03-22,2025-11-22,8,581600.0,Completed,6,6069,0.2739
PRJ-01526,CLI-0292,Financial Services,EMEA,Existing,Remote,2025-03-22,2025-07-22,4,507200.0,Completed,7,4193,0.2132
PRJ-01553,CLI-0026,Retail & Consumer,APAC,Existing,Remote,2025-03-23,2025-07-23,4,247900.0,Completed,2,979,0.1728
PRJ-01514,CLI-0043,Healthcare,APAC,Existing,On-site,2025-03-23,2025-04-23,1,296000.0,Completed,4,557,0.2632
PRJ-01520,CLI-0134,Manufacturing,North America,New,Hybrid,2025-03-23,2025-06-23,3,244700.0,Completed,3,1021,0.2033
PRJ-01534,CLI-0397,Healthcare,North America,Existing,Remote,2025-03-25,2025-10-25,7,300400.0,Completed,2,1990,0.3612
PRJ-01522,CLI-0070,Manufacturing,EMEA,Existing,Hybrid,2025-03-25,2025-09-25,6,243000.0,Completed,4,2723,0.262
PRJ-01524,CLI-0236,Healthcare,APAC,Existing,Hybrid,2025-03-26,2025-08-26,5,543600.0,Completed,6,4676,0.257
PRJ-01510,CLI-0139,Retail & Consumer,LATAM,New,Hybrid,2025-03-26,2025-09-26,6,238400.0,Completed,5,4412,0.2968
PRJ-01509,CLI-0017,Manufacturing,North America,New,Remote,2025-03-26,2026-02-26,11,539100.0,In Progress,5,6834,0.2159
PRJ-01545,CLI-0345,Public Sector,APAC,New,Remote,2025-03-27,2025-10-27,7,358800.0,Completed,3,2701,0.3803
PRJ-01552,CLI-0162,Financial Services,EMEA,Existing,Remote,2025-03-28,2026-02-28,11,699300.0,Cancelled,6,10332,0.1619
PRJ-01573,CLI-0223,Public Sector,North America,New,Hybrid,2025-04-01,2026-01-01,9,865100.0,Cancelled,12,14141,0.3616
PRJ-01580,CLI-0182,Financial Services,APAC,Existing,Hybrid,2025-04-01,2025-09-01,5,291900.0,Cancelled,3,1747,0.3676
PRJ-01569,CLI-0318,Public Sector,EMEA,Existing,Remote,2025-04-01,2025-08-01,4,484500.0,Completed,5,2935,0.3885
PRJ-01585,CLI-0326,Public Sector,North America,Existing,Remote,2025-04-01,2025-11-01,7,255900.0,Completed,2,2093,0.2657
PRJ-01581,CLI-0113,Manufacturing,North America,Existing,Hybrid,2025-04-02,2025-11-02,7,292100.0,Completed,4,3321,0.1837
PRJ-01554,CLI-0334,Public Sector,North America,New,On-site,2025-04-03,2026-01-03,9,395800.0,In Progress,5,6047,0.235
PRJ-01578,CLI-0299,Financial Services,North America,New,Remote,2025-04-03,2025-12-03,8,930800.0,Completed,9,10665,0.2514
PRJ-01570,CLI-0075,Financial Services,North America,Existing,On-site,2025-04-03,2025-07-03,3,224000.0,Completed,2,886,0.2213
PRJ-01558,CLI-0329,Energy & Utilities,APAC,Existing,Remote,2025-04-06,2025-11-06,7,1042800.0,Completed,12,11854,0.3502
PRJ-01586,CLI-0401,Healthcare,EMEA,Existing,On-site,2025-04-06,2025-07-06,3,244800.0,Completed,2,843,0.2123
PRJ-01584,CLI-0003,Financial Services,APAC,Existing,Remote,2025-04-06,2025-09-06,5,492800.0,Completed,6,4035,0.3249
PRJ-01563,CLI-0329,Manufacturing,EMEA,Existing,Remote,2025-04-06,2025-12-06,8,774400.0,Completed,7,7879,0.4553
PRJ-01575,CLI-0144,Public Sector,North America,Existing,On-site,2025-04-06,2025-10-06,6,264400.0,Completed,2,1607,0.2497
PRJ-01582,CLI-0216,Financial Services,North America,New,Remote,2025-04-08,2025-07-08,3,280800.0,Completed,4,1563,0.264
PRJ-01577,CLI-0280,Technology & Telecom,APAC,Existing,Hybrid,2025-04-08,2025-12-08,8,759400.0,Completed,8,7788,0.1353
PRJ-01589,CLI-0076,Manufacturing,APAC,New,Hybrid,2025-04-09,2025-10-09,6,293600.0,Completed,3,2393,0.2721
PRJ-01590,CLI-0195,Public Sector,APAC,Existing,Hybrid,2025-04-09,2025-06-09,2,351800.0,Completed,4,1047,0.2523
PRJ-01561,CLI-0239,Financial Services,LATAM,Existing,Remote,2025-04-09,2025-12-09,8,538800.0,Completed,5,6207,0.2222
PRJ-01559,CLI-0244,Healthcare,APAC,Existing,Hybrid,2025-04-10,2025-10-10,6,393200.0,Completed,5,3617,0.3342
PRJ-01555,CLI-0289,Public Sector,EMEA,Existing,Remote,2025-04-11,2025-05-11,1,163600.0,Completed,2,256,0.3268
PRJ-01591,CLI-0265,Energy & Utilities,EMEA,Existing,Hybrid,2025-04-13,2025-09-13,5,409900.0,Completed,5,2965,0.1965
PRJ-01588,CLI-0169,Energy & Utilities,EMEA,Existing,Hybrid,2025-04-13,2025-11-13,7,1142900.0,Completed,13,14058,0.1031
PRJ-01560,CLI-0062,Public Sector,North America,New,Hybrid,2025-04-14,2025-10-14,6,547800.0,Cancelled,8,6742,0.3474
PRJ-01556,CLI-0356,Financial Services,North America,Existing,Hybrid,2025-04-14,2025-07-14,3,399700.0,Completed,6,2643,0.4058
PRJ-01572,CLI-0259,Technology & Telecom,EMEA,Existing,Remote,2025-04-15,2026-01-15,9,558100.0,In Progress,6,7709,0.3557
PRJ-01576,CLI-0214,Retail & Consumer,North America,Existing,Hybrid,2025-04-15,2025-09-15,5,126800.0,Completed,1,655,0.2578
PRJ-01557,CLI-0137,Public Sector,EMEA,Existing,Hybrid,2025-04-17,2025-08-17,4,708400.0,Completed,9,5599,0.2885
PRJ-01579,CLI-0083,Healthcare,North America,Existing,Hybrid,2025-04-18,2025-10-18,6,741300.0,Completed,8,6487,0.2728
PRJ-01574,CLI-0420,Public Sector,North America,Existing,Hybrid,2025-04-19,2025-10-19,6,228600.0,Completed,4,2859,0.364
PRJ-01587,CLI-0295,Energy & Utilities,LATAM,Existing,Remote,2025-04-20,2025-12-20,8,1060100.0,Completed,12,11974,0.1892
PRJ-01583,CLI-0267,Technology & Telecom,EMEA,Existing,Hybrid,2025-04-22,2025-09-22,5,345500.0,Completed,3,1976,0.2605
PRJ-01571,CLI-0169,Public Sector,North America,New,Remote,2025-04-23,2026-01-23,9,890000.0,Cancelled,9,12348,0.2814
PRJ-01566,CLI-0192,Financial Services,North America,New,Remote,2025-04-24,2025-09-24,5,668400.0,Completed,8,5114,0.2896
PRJ-01568,CLI-0195,Public Sector,EMEA,New,Hybrid,2025-04-25,2025-11-25,7,370100.0,Completed,5,4573,0.2481
PRJ-01592,CLI-0382,Manufacturing,North America,Existing,On-site,2025-04-25,2025-11-25,7,438000.0,Completed,6,6240,0.2879
PRJ-01565,CLI-0236,Financial Services,APAC,New,On-site,2025-04-26,2025-11-26,7,403200.0,Completed,5,4740,0.2542
PRJ-01567,CLI-0344,Healthcare,North America,Existing,Hybrid,2025-04-26,2025-08-26,4,589200.0,Completed,5,2799,0.2724
PRJ-01562,CLI-0278,Healthcare,EMEA,Existing,On-site,2025-04-26,2025-05-26,1,192300.0,Completed,2,311,0.2147
PRJ-01564,CLI-0236,Energy & Utilities,North America,New,Hybrid,2025-04-28,2025-12-28,8,143500.0,Completed,3,2872,0.115
PRJ-01602,CLI-0417,Retail & Consumer,North America,Existing,Remote,2025-05-02,2025-11-02,6,254300.0,Completed,3,2344,0.132
PRJ-01629,CLI-0268,Public Sector,North America,New,On-site,2025-05-02,2025-09-02,4,394500.0,Completed,5,2734,0.3285
PRJ-01597,CLI-0227,Technology & Telecom,APAC,New,Remote,2025-05-02,2025-10-02,5,608800.0,Completed,7,4244,0.3444
PRJ-01594,CLI-0063,Healthcare,EMEA,Existing,Remote,2025-05-02,2025-10-02,5,198500.0,Completed,2,1499,0.256
PRJ-01595,CLI-0171,Retail & Consumer,EMEA,Existing,Hybrid,2025-05-02,2025-09-02,4,411200.0,Completed,5,2320,0.1862
PRJ-01600,CLI-0091,Energy & Utilities,EMEA,Existing,Hybrid,2025-05-03,2025-07-03,2,406600.0,Completed,5,1192,0.2558
PRJ-01619,CLI-0403,Technology & Telecom,EMEA,New,Hybrid,2025-05-03,2025-10-03,5,428300.0,Completed,5,3285,0.179
PRJ-01622,CLI-0098,Healthcare,North America,New,Hybrid,2025-05-03,2025-10-03,5,616600.0,Completed,7,4519,0.1829
PRJ-01620,CLI-0172,Financial Services,EMEA,Existing,On-site,2025-05-04,2025-10-04,5,377700.0,Completed,4,2954,0.2935
PRJ-01628,CLI-0160,Retail & Consumer,North America,Existing,Hybrid,2025-05-05,2025-10-05,5,306700.0,Cancelled,1,750,0.2222
PRJ-01617,CLI-0308,Manufacturing,LATAM,New,Hybrid,2025-05-06,2025-12-06,7,280900.0,Completed,3,3238,0.2931
PRJ-01605,CLI-0305,Financial Services,APAC,New,On-site,2025-05-07,2026-05-07,12,1236000.0,In Progress,14,20715,0.2822
PRJ-01599,CLI-0002,Healthcare,North America,Existing,Hybrid,2025-05-09,2025-09-09,4,264300.0,Completed,2,1152,0.3519
PRJ-01613,CLI-0356,Manufacturing,LATAM,Existing,On-site,2025-05-09,2025-10-09,5,275100.0,Completed,4,2752,0.3199
PRJ-01627,CLI-0120,Energy & Utilities,APAC,New,Remote,2025-05-10,2025-11-10,6,555100.0,Completed,5,4472,0.2361
PRJ-01604,CLI-0096,Retail & Consumer,North America,Existing,On-site,2025-05-12,2025-08-12,3,468500.0,Completed,5,1951,0.2673
PRJ-01630,CLI-0125,Public Sector,North America,New,Hybrid,2025-05-13,2025-09-13,4,333400.0,Cancelled,3,1803,0.1957
PRJ-01632,CLI-0374,Energy & Utilities,APAC,Existing,Hybrid,2025-05-13,2025-10-13,5,232200.0,Completed,5,3568,0.2337
PRJ-01614,CLI-0179,Public Sector,LATAM,Existing,Hybrid,2025-05-13,2025-09-13,4,280700.0,Completed,3,1819,0.266
PRJ-01618,CLI-0191,Financial Services,EMEA,New,Remote,2025-05-13,2025-12-13,7,437400.0,Completed,3,2573,0.3192
PRJ-01616,CLI-0050,Energy & Utilities,North America,New,Remote,2025-05-15,2025-11-15,6,430000.0,Completed,6,5452,0.3478
PRJ-01625,CLI-0333,Retail & Consumer,North America,New,On-site,2025-05-16,2025-11-16,6,399600.0,Completed,3,2713,0.2098
PRJ-01615,CLI-0378,Retail & Consumer,North America,New,Remote,2025-05-16,2025-11-16,6,270700.0,Completed,3,2531,0.2576
PRJ-01601,CLI-0078,Financial Services,APAC,New,Remote,2025-05-16,2025-11-16,6,501900.0,Cancelled,5,4256,0.284
PRJ-01621,CLI-0088,Retail & Consumer,LATAM,New,Hybrid,2025-05-17,2025-10-17,5,256900.0,Completed,4,2787,0.3758
PRJ-01609,CLI-0272,Public Sector,North America,Existing,Hybrid,2025-05-18,2025-09-18,4,328500.0,Cancelled,4,2294,0.444
PRJ-01598,CLI-0254,Public Sector,EMEA,Existing,Hybrid,2025-05-18,2026-02-18,9,430500.0,In Progress,5,6940,0.2484
PRJ-01606,CLI-0417,Healthcare,LATAM,Existing,Hybrid,2025-05-18,2026-01-18,8,500800.0,In Progress,4,4713,0.4029
PRJ-01603,CLI-0209,Financial Services,North America,Existing,On-site,2025-05-20,2025-09-20,4,644400.0,Completed,7,4305,0.279
PRJ-01631,CLI-0006,Healthcare,APAC,Existing,On-site,2025-05-20,2025-08-20,3,452900.0,Completed,6,2075,0.2969
PRJ-01624,CLI-0406,Retail & Consumer,EMEA,New,Remote,2025-05-20,2025-11-20,6,378500.0,Completed,5,4024,0.2355
PRJ-01596,CLI-0095,Healthcare,APAC,New,Remote,2025-05-21,2025-08-21,3,685500.0,Completed,9,3816,0.1467
PRJ-01611,CLI-0364,Energy & Utilities,APAC,New,Hybrid,2025-05-22,2026-02-22,9,1171200.0,In Progress,13,13696,0.3715
PRJ-01623,CLI-0212,Retail & Consumer,North America,Existing,On-site,2025-05-22,2025-12-22,7,690200.0,Completed,7,7672,0.3075
PRJ-01612,CLI-0029,Financial Services,APAC,New,On-site,2025-05-23,2025-12-23,7,356200.0,Completed,3,2977,0.3049
PRJ-01608,CLI-0387,Manufacturing,EMEA,New,Remote,2025-05-24,2025-10-24,5,327300.0,Completed,5,3797,0.3716
PRJ-01610,CLI-0060,Technology & Telecom,APAC,Existing,Remote,2025-05-26,2026-01-26,8,741300.0,In Progress,10,12091,0.3465
PRJ-01593,CLI-0083,Healthcare,EMEA,Existing,Hybrid,2025-05-26,2025-10-26,5,433300.0,Completed,4,3056,0.1057
PRJ-01607,CLI-0182,Financial Services,EMEA,New,Hybrid,2025-05-27,2025-09-27,4,332700.0,Completed,4,2023,0.319
PRJ-01633,CLI-0022,Energy & Utilities,APAC,New,Hybrid,2025-05-27,2025-07-27,2,668500.0,Cancelled,6,1393,0.1863
PRJ-01626,CLI-0208,Energy & Utilities,APAC,New,Remote,2025-05-28,2025-10-28,5,688200.0,Completed,9,7031,0.336
PRJ-01658,CLI-0406,Manufacturing,APAC,Existing,Hybrid,2025-06-01,2025-12-01,6,403900.0,Completed,7,5346,0.2477
PRJ-01670,CLI-0281,Technology & Telecom,North America,New,Hybrid,2025-06-01,2026-01-01,7,510500.0,In Progress,4,4261,0.1719
PRJ-01649,CLI-0419,Healthcare,North America,Existing,Hybrid,2025-06-02,2025-08-02,2,410500.0,Completed,3,898,0.3509
PRJ-01678,CLI-0377,Healthcare,EMEA,Existing,Hybrid,2025-06-02,2025-09-02,3,296300.0,Completed,4,1849,0.2779
PRJ-01651,CLI-0115,Public Sector,North America,Existing,Remote,2025-06-03,2025-11-03,5,299500.0,Completed,2,1477,0.228
PRJ-01681,CLI-0221,Technology & Telecom,APAC,Existing,Hybrid,2025-06-04,2025-11-04,5,295800.0,Completed,4,2634,0.243
PRJ-01671,CLI-0243,Financial Services,APAC,Existing,Hybrid,2025-06-04,2026-03-04,9,372800.0,In Progress,3,3477,0.2807
PRJ-01660,CLI-0284,Manufacturing,North America,Existing,Hybrid,2025-06-05,2026-01-05,7,474600.0,In Progress,4,4220,0.4101
PRJ-01647,CLI-0386,Technology & Telecom,LATAM,New,Hybrid,2025-06-05,2025-09-05,3,321800.0,Completed,3,1283,0.3577
PRJ-01634,CLI-0194,Manufacturing,APAC,Existing,Hybrid,2025-06-05,2025-07-05,1,273000.0,Completed,3,454,0.0989
PRJ-01667,CLI-0079,Financial Services,North America,Existing,On-site,2025-06-06,2025-09-06,3,481800.0,Cancelled,4,1564,0.3837
PRJ-01650,CLI-0058,Financial Services,North America,New,Remote,2025-06-06,2025-11-06,5,255500.0,Completed,1,766,0.3245
PRJ-01663,CLI-0095,Energy & Utilities,North America,Existing,On-site,2025-06-07,2025-12-07,6,729000.0,Completed,10,7885,0.3426
PRJ-01677,CLI-0395,Financial Services,North America,New,Hybrid,2025-06-07,2026-01-07,7,556500.0,In Progress,5,4088,0.1936
PRJ-01644,CLI-0130,Retail & Consumer,North America,New,Remote,2025-06-09,2026-01-09,7,183000.0,In Progress,4,3443,0.329
PRJ-01655,CLI-0153,Public Sector,North America,New,Hybrid,2025-06-09,2025-12-09,6,260100.0,Completed,1,855,0.2961
PRJ-01675,CLI-0234,Healthcare,North America,Existing,Remote,2025-06-10,2025-11-10,5,302400.0,Completed,4,2343,0.2402
PRJ-01642,CLI-0220,Energy & Utilities,North America,Existing,Hybrid,2025-06-11,2026-03-11,9,1109900.0,In Progress,11,12138,0.3431
PRJ-01669,CLI-0076,Financial Services,APAC,Existing,On-site,2025-06-11,2025-10-11,4,317300.0,Completed,4,2238,0.2978
PRJ-01656,CLI-0241,Public Sector,LATAM,New,Hybrid,2025-06-12,2025-12-12,6,617000.0,Completed,5,3912,0.2896
PRJ-01664,CLI-0138,Manufacturing,North America,Existing,On-site,2025-06-12,2025-09-12,3,353100.0,Completed,1,346,0.3348
PRJ-01665,CLI-0388,Energy & Utilities,EMEA,New,Remote,2025-06-12,2025-11-12,5,356800.0,Completed,4,2692,0.2269
PRJ-01676,CLI-0208,Manufacturing,North America,Existing,On-site,2025-06-13,2025-12-13,6,307100.0,Cancelled,2,1672,0.2945
PRJ-01637,CLI-0291,Healthcare,APAC,Existing,Hybrid,2025-06-13,2026-01-13,7,516200.0,In Progress,4,3158,0.2863
PRJ-01682,CLI-0200,Energy & Utilities,North America,Existing,On-site,2025-06-14,2026-05-14,11,1323000.0,In Progress,13,19905,0.239
PRJ-01661,CLI-0173,Public Sector,North America,Existing,Remote,2025-06-15,2026-01-15,7,324600.0,In Progress,3,2933,0.3955
PRJ-01653,CLI-0268,Retail & Consumer,North America,New,Hybrid,2025-06-15,2025-07-15,1,71100.0,Completed,3,445,0.4125
PRJ-01638,CLI-0276,Financial Services,North America,New,Remote,2025-06-17,2025-11-17,5,185300.0,Completed,2,1275,0.202
PRJ-01639,CLI-0200,Energy & Utilities,North America,New,Hybrid,2025-06-18,2026-02-18,8,517100.0,In Progress,6,6452,0.3761
PRJ-01679,CLI-0321,Financial Services,North America,Existing,On-site,2025-06-20,2026-01-20,7,640000.0,In Progress,6,5557,0.235
PRJ-01643,CLI-0192,Financial Services,EMEA,Existing,Hybrid,2025-06-20,2025-09-20,3,293800.0,Completed,3,1045,0.3142
PRJ-01657,CLI-0168,Healthcare,North America,Existing,Hybrid,2025-06-20,2026-02-20,8,445000.0,In Progress,5,5482,0.2659
PRJ-01640,CLI-0114,Financial Services,North America,Existing,On-site,2025-06-20,2025-12-20,6,348000.0,Completed,4,3538,0.3274
PRJ-01652,CLI-0186,Healthcare,EMEA,New,Remote,2025-06-21,2025-11-21,5,327700.0,Completed,4,2819,0.373
PRJ-01636,CLI-0311,Manufacturing,EMEA,Existing,On-site,2025-06-22,2025-09-22,3,638800.0,Completed,6,2224,0.2962
PRJ-01654,CLI-0122,Healthcare,EMEA,Existing,Remote,2025-06-23,2025-10-23,4,318700.0,Cancelled,3,1527,0.3249
PRJ-01635,CLI-0394,Manufacturing,North America,Existing,Hybrid,2025-06-23,2026-01-23,7,802500.0,In Progress,9,7642,0.3679
PRJ-01680,CLI-0142,Healthcare,North America,Existing,Hybrid,2025-06-24,2026-01-24,7,217100.0,In Progress,2,1637,0.2616
PRJ-01666,CLI-0246,Energy & Utilities,EMEA,Existing,Hybrid,2025-06-25,2025-12-25,6,258500.0,Completed,2,1649,0.2236
PRJ-01668,CLI-0096,Manufacturing,APAC,New,Hybrid,2025-06-25,2025-11-25,5,166200.0,Completed,2,1521,0.2428
PRJ-01672,CLI-0397,Energy & Utilities,North America,Existing,Remote,2025-06-25,2025-11-25,5,598400.0,Completed,6,4673,0.2881
PRJ-01646,CLI-0043,Public Sector,EMEA,Existing,Remote,2025-06-25,2026-08-25,14,1266200.0,In Progress,14,22188,0.28
PRJ-01659,CLI-0303,Manufacturing,APAC,Existing,Hybrid,2025-06-26,2026-03-26,9,672500.0,In Progress,8,10753,0.2631
PRJ-01645,CLI-0193,Manufacturing,North America,Existing,Remote,2025-06-26,2025-12-26,6,724900.0,Completed,6,4737,0.4111
PRJ-01648,CLI-0267,Healthcare,APAC,Existing,On-site,2025-06-26,2025-08-26,2,357100.0,Completed,5,1511,0.1853
PRJ-01662,CLI-0321,Energy & Utilities,North America,New,Remote,2025-06-27,2026-03-27,9,362600.0,In Progress,5,6227,0.2685
PRJ-01674,CLI-0118,Healthcare,EMEA,Existing,Hybrid,2025-06-28,2025-08-28,2,247700.0,Completed,1,269,0.3135
PRJ-01673,CLI-0394,Healthcare,EMEA,Existing,Hybrid,2025-06-28,2025-10-28,4,413600.0,Cancelled,5,3063,0.1605
PRJ-01641,CLI-0101,Energy & Utilities,North America,Existing,Hybrid,2025-06-28,2025-08-28,2,634300.0,Completed,9,2515,0.3313
PRJ-01702,CLI-0200,Technology & Telecom,North America,New,Hybrid,2025-07-01,2025-10-01,3,498800.0,Completed,6,2034,0.167
PRJ-01701,CLI-0030,Healthcare,APAC,Existing,Hybrid,2025-07-01,2026-01-01,6,971100.0,In Progress,10,8225,0.3129
PRJ-01698,CLI-0179,Healthcare,North America,New,Hybrid,2025-07-01,2025-12-01,5,245700.0,Completed,4,2387,0.2264
PRJ-01687,CLI-0127,Financial Services,EMEA,Existing,Hybrid,2025-07-02,2025-12-02,5,211000.0,Completed,3,2331,0.401
PRJ-01686,CLI-0083,Financial Services,North America,New,Hybrid,2025-07-03,2025-09-03,2,457600.0,Completed,5,1149,0.264
PRJ-01694,CLI-0154,Public Sector,North America,New,On-site,2025-07-07,2026-01-07,6,256000.0,Cancelled,3,2777,0.1891
PRJ-01689,CLI-0328,Financial Services,North America,Existing,Remote,2025-07-08,2026-02-08,7,739900.0,In Progress,8,6570,0.3123
PRJ-01690,CLI-0033,Manufacturing,EMEA,Existing,Hybrid,2025-07-08,2026-01-08,6,448100.0,Cancelled,3,2418,0.4285
PRJ-01692,CLI-0310,Technology & Telecom,APAC,Existing,Hybrid,2025-07-09,2026-01-09,6,460000.0,In Progress,4,3461,0.2782
PRJ-01683,CLI-0177,Healthcare,APAC,New,Remote,2025-07-11,2026-01-11,6,421600.0,In Progress,5,4511,0.2205
PRJ-01691,CLI-0244,Financial Services,North America,New,Remote,2025-07-15,2025-12-15,5,267900.0,Completed,3,1732,0.3295
PRJ-01703,CLI-0387,Energy & Utilities,EMEA,Existing,On-site,2025-07-15,2025-10-15,3,401400.0,Cancelled,4,1400,0.3162
PRJ-01704,CLI-0260,Healthcare,EMEA,New,Remote,2025-07-17,2025-12-17,5,167700.0,Completed,4,3022,0.1854
PRJ-01706,CLI-0106,Financial Services,EMEA,New,Hybrid,2025-07-18,2026-02-18,7,423100.0,In Progress,5,4822,0.2452
PRJ-01684,CLI-0241,Public Sector,EMEA,Existing,Remote,2025-07-19,2025-11-19,4,470100.0,Completed,4,2242,0.2289
PRJ-01695,CLI-0392,Technology & Telecom,APAC,Existing,Remote,2025-07-20,2025-10-20,3,725000.0,Completed,6,2732,0.3591
PRJ-01700,CLI-0063,Financial Services,North America,Existing,Remote,2025-07-20,2025-10-20,3,234200.0,Completed,1,394,0.1886
PRJ-01693,CLI-0022,Retail & Consumer,APAC,New,Remote,2025-07-21,2026-01-21,6,130400.0,In Progress,1,697,0.216
PRJ-01688,CLI-0331,Healthcare,North America,New,Remote,2025-07-21,2025-09-21,2,514200.0,Completed,4,986,0.3416
PRJ-01705,CLI-0040,Financial Services,APAC,New,Remote,2025-07-25,2025-09-25,2,363200.0,Cancelled,5,1423,0.2747
PRJ-01685,CLI-0082,Technology & Telecom,APAC,New,Remote,2025-07-27,2026-03-27,8,651300.0,In Progress,6,6868,0.2486
PRJ-01699,CLI-0319,Technology & Telecom,North America,Existing,Hybrid,2025-07-27,2026-01-27,6,400600.0,In Progress,5,3978,0.2536
PRJ-01697,CLI-0287,Technology & Telecom,North America,New,Hybrid,2025-07-27,2026-03-27,8,702600.0,In Progress,7,8546,0.2702
